aiding_availability,channel_switches,completed,coverage_fraction,detection_latency_s,dwell_s,elapsed_s,false_alarms,max_cross_track_m,mean_altitude_m,mode_transitions,p95_position_error_m,path_length_m,path_overhead,policy,rms_cross_track_m,rms_position_error_m,safety_violations,scenario,seed,surfaced,surfacing_commanded,swath_coverage,terminal_error_m,waypoints_captured,waypoints_surveyed,waypoints_total
0.103,2,False,0.625,0.5000000000001634,4.0,400.00000000002245,4,0.7554414147793622,29.47946674226126,6,0.7750696621890186,124.76718079208275,0.2731344978783954,proposed,0.19961700544018926,0.2988570036610591,2802,E7_compound,20001009,True,True,9.826488914087086,0.026244620357816276,5,5,8
0.14742917103882477,0,True,1.0,0.5000000000003766,4.0,190.59999999999346,5,0.36898419588601605,3.0022568903563895,6,0.3218292490515403,94.56453759210217,-0.03505573885610036,proposed,0.11940765922985046,0.15815187867134445,0,E8_turbid_dvl_loss,20001000,False,False,1.0007522967854632,0.14612628074327375,8,8,8
0.14947368421052631,0,True,1.0,0.5000000000003766,4.0,189.9999999999935,5,0.359037560019992,2.9991736287888644,6,0.24993306409744376,94.47102648021108,-0.03600993387539719,proposed,0.10900331229904178,0.13903363116064252,0,E8_turbid_dvl_loss,20001001,False,False,0.9997245429296214,0.17414735618869737,8,8,8
0.15549738219895287,0,True,1.0,0.5000000000003766,4.0,190.99999999999343,5,0.25688318102259844,2.9937242866717413,6,0.1813384170385522,94.99562901638033,-0.030656846771629276,proposed,0.07328388861705734,0.09971719419563274,0,E8_turbid_dvl_loss,20001002,False,False,0.9979080955572471,0.0506900486479056,8,8,8
0.14861329147043434,0,True,1.0,0.5000000000003766,4.0,191.09999999999343,5,0.149361185384576,3.002033530138822,6,0.2100341942012754,95.08761878739693,-0.029718175638806743,proposed,0.04770758780565328,0.11709783917397501,0,E8_turbid_dvl_loss,20001003,False,False,1.0006778433796073,0.12011560653462605,8,8,8
0.14659685863874344,0,True,1.0,0.5000000000003766,4.0,190.99999999999343,5,0.14366081230283445,2.999072002530503,6,0.24315372714033018,94.88435557880265,-0.03179229001221784,proposed,0.06001731919197417,0.1485794056435998,0,E8_turbid_dvl_loss,20001004,False,False,0.9996906675101677,0.16013199594455352,8,8,8
0.1517386722866175,0,True,1.0,0.5000000000003766,4.0,189.7999999999935,5,0.3097710081061269,2.997273316967903,6,0.2142410200450911,94.65967059101884,-0.03408499396919551,proposed,0.06398389140484749,0.11131449628974159,0,E8_turbid_dvl_loss,20001005,False,False,0.9990911056559676,0.045343810046951566,8,8,8
0.15372507869884575,0,True,1.0,0.5000000000003766,4.0,190.59999999999346,5,0.26536049273986695,3.00436113488719,6,0.22111216493061248,94.76098419058212,-0.033051181728753876,proposed,0.07983374191518398,0.12798746450675047,0,E8_turbid_dvl_loss,20001006,False,False,1.0014537116290634,0.12730308050032071,8,8,8
0.1518324607329843,0,True,1.0,0.5000000000003766,4.0,190.99999999999343,5,0.23663988489277132,3.0009721470249775,6,0.22200806832294998,94.79063238398058,-0.03274864914305531,proposed,0.057819708367485144,0.11991727141377992,0,E8_turbid_dvl_loss,20001007,False,False,1.0003240490083258,0.07750925631868391,8,8,8
0.14074855034264627,0,True,1.0,0.5000000000003766,4.0,189.6999999999935,5,0.2709374082802647,3.0010668210064693,6,0.2538370611562922,94.48023513646008,-0.035915967995305276,proposed,0.08506633247004694,0.1451444565360704,0,E8_turbid_dvl_loss,20001008,False,False,1.0003556070021564,0.17109749861011447,8,8,8
0.1554267650158061,0,True,1.0,0.5000000000003766,4.0,189.7999999999935,5,0.5345140657056247,3.004779183371297,6,0.21162796791505092,94.2723814081477,-0.03803692440665618,proposed,0.13731780902358617,0.12528458430534478,0,E8_turbid_dvl_loss,20001009,False,False,1.0015930611237656,0.06126385519115571,8,8,8
0.7690288713910761,0,True,1.0,0.5000000000004476,4.0,190.49999999999346,2,0.19890000054338008,3.0013010568649334,3,0.26123693068249687,94.80218594073132,-0.03263075570682328,proposed,0.07148095525634876,0.11745529491344545,0,E9_current_unobservable,20001000,False,False,1.0004336856216445,0.26494655914169823,8,8,8
0.9206516027325276,0,True,1.0,0.5000000000004476,4.0,190.29999999999347,2,0.22886033069522682,3.0070106411091393,3,0.12562595091745915,94.5681284957765,-0.035019096981872444,proposed,0.07938830238243187,0.07247177038555105,0,E9_current_unobservable,20001001,False,False,1.002336880369713,0.12151049050409399,8,8,8
0.9764150943396226,0,True,1.0,0.5000000000004476,4.0,190.79999999999345,2,0.19049241066070666,2.995798303849085,3,0.08449748637310651,94.7342749048516,-0.03332372546069795,proposed,0.07001889216630491,0.057787770707999765,0,E9_current_unobservable,20001002,False,False,0.9985994346163617,0.04644218512424306,8,8,8
0.9244491080797481,0,True,1.0,0.5000000000004476,4.0,190.59999999999346,2,0.21092726033331033,3.001004608985229,3,0.08416636187865092,94.68113799386897,-0.03386593883807176,proposed,0.06535023060862437,0.05736052930263931,0,E9_current_unobservable,20001003,False,False,1.000334869661743,0.10576045717832269,8,8,8
0.8834900731452455,0,True,1.0,0.5000000000004476,4.0,191.3999999999934,2,0.22194710189519817,2.997859368987153,3,0.11311658814902699,94.90307870019859,-0.03160123775307555,proposed,0.07578696021166474,0.06841399433086838,0,E9_current_unobservable,20001004,False,False,0.999286456329051,0.14899070398570088,8,8,8
0.97,0,True,1.0,0.5000000000004476,4.0,189.9999999999935,2,0.19698329685315263,3.002725902529434,3,0.07625769149327609,94.55891613313827,-0.03511310068226259,proposed,0.06599679005853269,0.04725124771071736,0,E9_current_unobservable,20001005,False,False,1.0009086341764781,0.018896528716200376,8,8,8
0.9602094240837696,0,True,1.0,0.5000000000004476,4.0,190.99999999999343,2,0.22193917795742202,3.002761957522588,3,0.10689383969693542,94.8818949479974,-0.03181739848982246,proposed,0.061193110442694466,0.07067798952085078,0,E9_current_unobservable,20001006,False,False,1.0009206525075294,0.08547045722466269,8,8,8
0.9637985309548793,0,True,1.0,0.5000000000004476,4.0,190.59999999999346,2,0.1820948859884326,3.001606404330683,3,0.07865005137299812,94.7941965702439,-0.03271227989547043,proposed,0.06458347977971707,0.058480351420577927,0,E9_current_unobservable,20001007,False,False,1.0005354681102276,0.0697471326586821,8,8,8
