scenario,policy,seed,mode_transitions,channel_switches,detection_latency_s,false_alarms,surfacing_commanded,surfaced,completed,waypoints_captured,waypoints_surveyed,waypoints_total,coverage_fraction,elapsed_s,rms_cross_track_m,max_cross_track_m,safety_violations,path_length_m,path_overhead,mean_altitude_m,acoustic_infrastructure_cost,swath_coverage,terminal_error_m,aiding_availability,rms_position_error_m,p95_position_error_m
E10_current_steady,ablation_a1,20001000,1,0,,1,False,False,True,8,8,8,1.0,191.19999999999342,0.09255571427906009,0.21805946865678338,0,95.21743789757797,-0.028393490841041147,2.998989718271183,0.05000000000000001,0.9996632394237276,0.09737977880125379,0.46548117154811713,0.17471240906492175,0.3049861302489444
E10_current_steady,ablation_a2,20001000,1,0,,1,False,False,True,8,8,8,1.0,191.19999999999342,0.09255571427906009,0.21805946865678338,0,95.21743789757797,-0.028393490841041147,2.998989718271183,0.05000000000000001,0.9996632394237276,0.09737977880125379,0.46548117154811713,0.17471240906492175,0.3049861302489444
E10_current_steady,covariance_only,20001000,0,0,,0,False,False,True,8,8,8,1.0,190.89999999999344,0.08913362930991281,0.3132467967493322,0,95.06737533481383,-0.02992474148149149,2.99906841987373,0.05000000000000001,0.9996894732912432,0.2402061289719029,0.998952331063384,0.1855490010543851,0.2798099217871475
E10_current_steady,dead_reckoning,20001000,0,0,,0,False,False,True,8,8,8,1.0,191.5999999999934,0.2104844644399969,0.3255027848659928,0,95.42282102850744,-0.02629774460706691,2.9990741541931496,0.05,0.9996913847310499,0.3435239387193984,0.0005219206680584551,0.319639066888505,0.49431207040813346
E10_current_steady,fixed,20001000,0,1,,0,False,False,True,8,8,8,1.0,379.30000000001775,0.0652778393579485,0.23810219879571903,0,95.35484875718551,-0.02699133921239283,1.017768387628549,0.14997363564460847,0.33925612920951637,0.022254729570979834,1.0,0.03002446184931836,0.03572450912459429
E10_current_steady,oracle,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.7000000000176,0.05950052983029412,0.28624152488824706,0,95.21946822440681,-0.02837277322033871,1.0193791457335586,0.14997359387377868,0.33979304857785286,0.019878806322171864,1.0,0.03010002296351956,0.036414811719793556
E10_current_steady,proposed,20001000,1,0,,1,False,False,True,8,8,8,1.0,191.19999999999342,0.09255571427906009,0.21805946865678338,0,95.21743789757797,-0.028393490841041147,2.998989718271183,0.05000000000000001,0.9996632394237276,0.09737977880125379,0.46548117154811713,0.17471240906492175,0.3049861302489444
E10_current_steady,residual_only,20001000,0,0,,0,False,False,True,8,8,8,1.0,191.19999999999342,0.09255571427906009,0.21805946865678338,0,95.21743789757797,-0.028393490841041147,2.998989718271183,0.05000000000000001,0.9996632394237276,0.09737977880125379,0.46548117154811713,0.17471240906492175,0.3049861302489444
E10_current_steady,ablation_a1,20001001,1,0,,1,False,False,True,8,8,8,1.0,190.99999999999343,0.07780110851356795,0.2710243443410043,0,94.72289152053551,-0.033439882443515145,2.999499360176214,0.05000000000000001,0.9998331200587379,0.12008597552241768,0.7198952879581152,0.10209578933324989,0.15272179036470296
E10_current_steady,ablation_a2,20001001,1,0,,1,False,False,True,8,8,8,1.0,190.99999999999343,0.07780110851356795,0.2710243443410043,0,94.72289152053551,-0.033439882443515145,2.999499360176214,0.05000000000000001,0.9998331200587379,0.12008597552241768,0.7198952879581152,0.10209578933324989,0.15272179036470296
E10_current_steady,covariance_only,20001001,0,0,,0,False,False,True,8,8,8,1.0,191.4999999999934,0.0637473690797801,0.25014484511006874,0,94.98790809369584,-0.030735631696981236,2.9994385110317205,0.05000000000000001,0.9998128370105736,0.16712228250622838,0.9994778067885117,0.13452372502155846,0.20254046721414706
E10_current_steady,dead_reckoning,20001001,0,0,,0,False,False,True,8,8,8,1.0,191.7999999999934,0.14051645736491972,0.21007955808966194,0,95.14080221568018,-0.029175487595100136,2.9994281209162867,0.05000000000000001,0.9998093736387622,0.22213102077231778,0.0005213764337851929,0.2330766824066187,0.3579447220798344
E10_current_steady,fixed,20001001,0,1,,0,False,False,True,8,8,8,1.0,378.1000000000175,0.07676990696853336,0.2687364789347466,0,95.2727408696697,-0.027829174799288703,1.01833763780691,0.14997355197037818,0.33944587926897,0.019829631001756578,1.0,0.02757884944784755,0.033941533447177874
E10_current_steady,oracle,20001001,0,1,,0,False,False,True,8,8,8,1.0,191.19999999999342,0.05396536838769198,0.33081694041394094,0,95.54361975975758,-0.02506510449226962,1.0354252611532326,0.14994769874476985,0.3451417537177442,0.3169667775200924,0.09309623430962342,0.20191074948701093,0.322887018006179
E10_current_steady,proposed,20001001,1,0,,1,False,False,True,8,8,8,1.0,190.99999999999343,0.07780110851356795,0.2710243443410043,0,94.72289152053551,-0.033439882443515145,2.999499360176214,0.05000000000000001,0.9998331200587379,0.12008597552241768,0.7198952879581152,0.10209578933324989,0.15272179036470296
E10_current_steady,residual_only,20001001,0,0,,0,False,False,True,8,8,8,1.0,190.99999999999343,0.07780110851356795,0.2710243443410043,0,94.72289152053551,-0.033439882443515145,2.999499360176214,0.05000000000000001,0.9998331200587379,0.12008597552241768,0.7198952879581152,0.10209578933324989,0.15272179036470296
E10_current_steady,ablation_a1,20001002,1,0,,1,False,False,True,8,8,8,1.0,190.79999999999345,0.0713845435263637,0.19077381353274125,0,94.70139288019445,-0.03365925632454647,2.9987219272837735,0.05,0.9995739757612578,0.044896415626285845,0.9465408805031447,0.06628851315705875,0.09544242488752308
E10_current_steady,ablation_a2,20001002,1,0,,1,False,False,True,8,8,8,1.0,190.79999999999345,0.0713845435263637,0.19077381353274125,0,94.70139288019445,-0.03365925632454647,2.9987219272837735,0.05,0.9995739757612578,0.044896415626285845,0.9465408805031447,0.06628851315705875,0.09544242488752308
