scenario,policy,seed,mode_transitions,channel_switches,detection_latency_s,false_alarms,surfacing_commanded,surfaced,completed,waypoints_captured,waypoints_surveyed,waypoints_total,coverage_fraction,elapsed_s,rms_cross_track_m,max_cross_track_m,safety_violations,path_length_m,path_overhead,mean_altitude_m,swath_coverage,terminal_error_m,aiding_availability,rms_position_error_m,p95_position_error_m
E10_current_steady,camera_coaxial+lbl@1.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,379.6000000000178,0.2267257512804368,0.5710427312367767,0,95.61380967064706,-0.02434888091176468,1.0194630613702893,0.3398210204567631,0.5745723711914933,0.18888303477344573,0.31389203677231664,0.5210867530822982
E10_current_steady,camera_coaxial+lbl@1.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.80000000001763,0.07279008670567978,0.2375147235848747,0,95.29903832228113,-0.027560833446110822,1.0197559000989749,0.33991863336632494,0.020751273435748948,0.9852164730728616,0.030915164280291455,0.03827318614226175
E10_current_steady,camera_coaxial+lbl@1.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,192.09999999999337,0.12921475788430595,0.3533791734926641,0,95.86329872408976,-0.02180307424398209,1.0385666221336765,0.34618887404455884,0.389327094654885,0.039042165538781884,0.2872136295365568,0.4473199788631393
E10_current_steady,camera_coaxial+lbl@1.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.09999999999343,0.08896849084058235,0.21113738342007426,0,95.3223021101205,-0.02732344785591323,1.0388430972912561,0.3462810324304187,0.0859511400120575,0.9848246991104134,0.08945621330692174,0.1403935606090866
E10_current_steady,camera_coaxial+lbl@2.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.90000000001766,0.16186190050722193,0.46773660961631025,0,94.85063552645738,-0.032136372179006334,2.0060597285424273,0.6686865761808091,0.08648496830357073,0.527579836368435,0.12104531205214154,0.24998828878716914
E10_current_steady,camera_coaxial+lbl@2.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.6000000000176,0.09746964625378891,0.2376942807015805,0,94.76833294427234,-0.03297619444620059,2.005893860296289,0.6686312867654296,0.0470769145881869,0.9442683571051241,0.05114998068327506,0.06503380685935549
E10_current_steady,camera_coaxial+lbl@2.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.5999999999934,0.08954178314824521,0.38428901947340677,0,95.39300990819146,-0.026601939712332046,2.0114702612655933,0.6704900870885311,0.40854388492998417,0.10594989561586639,0.25659901303323784,0.40819473257436556
E10_current_steady,camera_coaxial+lbl@2.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.89999999999344,0.08457718312391996,0.1768041756094445,0,94.98511374229128,-0.030764145486823713,2.0113714193738246,0.6704571397912749,0.12360328485674735,0.9455212152959664,0.10686059152217667,0.14649258389371972
E10_current_steady,camera_coaxial+lbl@3.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,377.7000000000174,0.08994021179981752,0.2740690902244456,0,94.37901659117341,-0.03694881029414887,2.999780394582968,0.9999267981943226,0.14672773978091141,0.7235901509134234,0.11957501571719134,0.17450888479895035
E10_current_steady,camera_coaxial+lbl@3.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,377.9000000000174,0.09384537731942497,0.25664425914479594,0,94.35392265902479,-0.03720487082627766,2.99965722952389,0.9998857431746301,0.1388088150917,0.7785128340830908,0.11122088375190817,0.1585751840847008
E10_current_steady,camera_coaxial+lbl@3.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.5999999999934,0.07858190752466371,0.2724983294469161,0,95.11713135662657,-0.029417026973198257,2.999994470005209,0.999998156668403,0.21230553759117518,0.7014613778705637,0.1599097095829223,0.23553910812444376
E10_current_steady,camera_coaxial+lbl@3.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.3999999999934,0.07857962443840419,0.27573251937635446,0,95.02803590495023,-0.030326164235201736,2.9999426114637777,0.9999808704879259,0.19890026844697176,0.7774294670846394,0.15174585996913384,0.22462264975648003
E10_current_steady,camera_coaxial+single_beacon@1.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,379.9000000000179,0.23747065233686046,0.5732102079470618,0,95.62041224925345,-0.024281507660679047,1.0175875774262593,0.33919585914208644,0.46663157397070604,0.2553303500921295,0.2651552169017313,0.42639248519305856
E10_current_steady,camera_coaxial+single_beacon@1.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,379.2000000000177,0.07228873601119545,0.24940235660692034,0,95.2997395495751,-0.027553678065560305,1.0181411615654654,0.33938038718848845,0.018984389318427386,0.9833860759493671,0.030884501623840148,0.03901722633582096
E10_current_steady,camera_coaxial+single_beacon@1.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.3999999999934,0.12363593525490003,0.4212930620390587,0,95.64793312103764,-0.024000682438391485,1.0405301640018225,0.3468433880006075,0.40379395874751456,0.08620689655172414,0.28401698869715947,0.44048326947947
E10_current_steady,camera_coaxial+single_beacon@1.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.99999999999343,0.07763905206682238,0.19385860350194362,0,95.3544668970477,-0.026995235744411206,1.0401875946910077,0.34672919823033593,0.08148535129487999,0.9821989528795811,0.08648890020690565,0.1322140502047593
E10_current_steady,camera_coaxial+single_beacon@2.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,379.1000000000177,0.16009628118876296,0.5000209919499006,0,94.82764032215027,-0.03237101712091561,2.00625337954015,0.6687511265133833,0.07552027202306165,0.5193880242680031,0.1497940089961955,0.3052665226168375
E10_current_steady,camera_coaxial+single_beacon@2.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.7000000000176,0.07588551533777248,0.23299245917280453,0,94.77516051429896,-0.03290652536429628,2.0066742585034243,0.6688914195011414,0.04745185910214802,0.9474518088196462,0.05001059297778913,0.06413411833362709
E10_current_steady,camera_coaxial+single_beacon@2.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.5999999999934,0.08473752446545296,0.2451953611156843,0,95.42864972898663,-0.02623826807156504,2.013192667845022,0.6710642226150073,0.41240899920715945,0.13883089770354906,0.26774323858165416,0.42024802727270183
E10_current_steady,camera_coaxial+single_beacon@2.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.69999999999345,0.08526296285432321,0.20074893492852874,0,94.93546601464394,-0.03127075495261289,2.013461638656521,0.6711538795521736,0.12466845842588412,0.9475616151022549,0.10492947224960032,0.1407175340403605
E10_current_steady,camera_coaxial+single_beacon@3.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.40000000001754,0.07767251315702699,0.30020388351463323,0,94.47273871125928,-0.035992462130007286,2.9993004270668653,0.9997668090222884,0.16112242847531222,0.7362579281183932,0.11989367844492307,0.1717982377387099
E10_current_steady,camera_coaxial+single_beacon@3.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.2000000000175,0.07606791901806575,0.27384119397979,0,94.42107458814736,-0.03651964705972077,2.9993493026142564,0.9997831008714188,0.15274881076815983,0.7845055526176626,0.11433715050596613,0.16087873649631296
E10_current_steady,camera_coaxial+single_beacon@3.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.49999999999346,0.0671718437215365,0.2760780528051079,0,94.95153986993516,-0.031106736021069836,2.999548547827298,0.9998495159424327,0.20772139426955122,0.7039370078740157,0.16400263383486222,0.24103723103147306
E10_current_steady,camera_coaxial+single_beacon@3.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.49999999999346,0.06702940592820211,0.2751310037140997,0,94.91637493751165,-0.03146556186212601,2.9991761028915356,0.9997253676305119,0.19425609382563933,0.7748031496062993,0.15615369407072593,0.22912153962651838
E10_current_steady,camera_coaxial+usbl@1.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,380.1000000000179,0.22288383450635493,0.6031929629095965,0,95.4886535297572,-0.02562598439023267,1.019784697982736,0.33992823266091204,0.4192840539360783,0.21862667719021311,0.26086682066235695,0.4187863643745166
E10_current_steady,camera_coaxial+usbl@1.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,379.5000000000178,0.06629196758675711,0.23870170318082806,0,95.29995425166284,-0.027551487227930216,1.019628314275114,0.3398761047583713,0.017996893977895476,0.9831357048748353,0.030413867920480682,0.03638454639752672
E10_current_steady,camera_coaxial+usbl@1.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.19999999999342,0.11173907701450989,0.3490622267417507,0,95.66440093531615,-0.023832643517182173,1.039503819333353,0.34650127311111767,0.3231431589747124,0.08002092050209204,0.26197826624802995,0.4043417362531445
E10_current_steady,camera_coaxial+usbl@1.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.79999999999345,0.08326849206015648,0.19913115670708592,0,95.349416731989,-0.027046768040928648,1.0393957167731354,0.34646523892437847,0.09407645041779229,0.9811320754716981,0.08824417583882736,0.13379235916780227
E10_current_steady,camera_coaxial+usbl@2.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,377.7000000000174,0.16995076055989675,0.505311252192048,0,94.77534285692127,-0.03290466472529319,2.0066144751631465,0.6688714917210489,0.0805765067517279,0.5300503044744507,0.14047676766302136,0.29048402331090584
E10_current_steady,camera_coaxial+usbl@2.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,377.7000000000174,0.08684280888857014,0.24659787792017696,0,94.72168536426445,-0.033452190160566886,2.0062036946489292,0.6687345648829764,0.048200917285401566,0.9436060365369341,0.051104744344286024,0.06417242532666868
E10_current_steady,camera_coaxial+usbl@2.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,191.5999999999934,0.10528241264611132,0.3251816677311705,0,95.47521441159493,-0.025763118249031325,2.01230716614593,0.6707690553819767,0.3194674742123167,0.11638830897703549,0.24096035350679268,0.36850776442738215
E10_current_steady,camera_coaxial+usbl@2.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.79999999999345,0.08400143472027431,0.1915534056235093,0,95.00438739687085,-0.030567475542134126,2.012025850774884,0.670675283591628,0.12121198352757301,0.9433962264150944,0.10550113465600991,0.1397288331775267
E10_current_steady,camera_coaxial+usbl@3.0m/0.25mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.80000000001763,0.08688968925882883,0.28165751076179424,0,94.46691002892265,-0.03605193848038102,2.9998447096805982,0.9999482365601994,0.15665550972004727,0.7243928194297783,0.12293043450775612,0.17931600998140002
E10_current_steady,camera_coaxial+usbl@3.0m/0.25mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,378.6000000000176,0.08721648062706461,0.2730132183265659,0,94.4189714652267,-0.03654110749768669,2.9996704841210007,0.9998901613736669,0.1425353440558497,0.7760169043845747,0.11701820068095092,0.1660890623216652
E10_current_steady,camera_coaxial+usbl@3.0m/0.50mps/gate/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.99999999999343,0.0725651721400101,0.26627061368363547,0,95.03921599325481,-0.030212081701481486,2.9995223630196097,0.9998407876732033,0.2103715770448561,0.7151832460732984,0.16214793360304788,0.24136309953808277
E10_current_steady,camera_coaxial+usbl@3.0m/0.50mps/weight/continue,20001000,0,1,,0,False,False,True,8,8,8,1.0,190.89999999999344,0.07707499689664847,0.275931243807797,0,94.94895876379265,-0.031133073838850556,2.999458691128428,0.999819563709476,0.1976890048556846,0.78365636458879,0.15457180187881456,0.22467750507693277
E10_current_steady,camera_offaxis+lbl@1.0m/0.25mps/gate/continue,20001000,0,0,,0,False,False,True,8,8,8,1.0,379.70000000001784,0.24545896534823824,0.5760495340085945,0,95.51673227825664,-0.02533946654840158,1.0193032788755312,0.3397677596251771,0.5369542771780209,0.20990255464840663,0.2929819724293562,0.47309347278949027
