acoustic_infrastructure_cost,aiding_availability,channel_switches,completed,coverage_fraction,detection_latency_s,elapsed_s,false_alarms,max_cross_track_m,mean_altitude_m,mode_transitions,p95_position_error_m,path_length_m,path_overhead,policy,rms_cross_track_m,rms_position_error_m,safety_violations,scenario,seed,surfaced,surfacing_commanded,swath_coverage,terminal_error_m,waypoints_captured,waypoints_surveyed,waypoints_total
0.05000000000000001,0.7022339027595269,1,True,1.0,,380.500000000018,0,0.26760267649054503,3.001352156390357,0,0.2105399502657923,94.70582774160127,-0.03361400263672176,camera_coaxial+single_beacon@3.0m/0.25mps/gate/continue,0.07821115313400683,0.14729388893514622,0,E10_current_steady,20801000,False,False,1.0004507187967857,0.20506365469251372,8,8,8
0.05000000000000001,0.7731578947368422,1,True,1.0,,380.0000000000179,0,0.2569889844207278,3.0014534897562264,0,0.19610665191069263,94.65445540782771,-0.034138210124207036,camera_coaxial+single_beacon@3.0m/0.25mps/weight/continue,0.07916112922891616,0.1408666703778772,0,E10_current_steady,20801000,False,False,1.0004844965854087,0.19787028982587956,8,8,8
0.05000000000000001,0.654649947753396,1,True,1.0,,191.3999999999934,0,0.27425068088866666,3.0021122683247268,0,0.2942235607089339,95.30196907372573,-0.02753092781912525,camera_coaxial+single_beacon@3.0m/0.50mps/gate/continue,0.0818242273365589,0.20251705071089748,0,E10_current_steady,20801000,False,False,1.0007040894415755,0.26287942937492825,8,8,8
0.05,0.7792275574112735,1,True,1.0,,191.5999999999934,0,0.2752227439190347,3.0021939305138585,0,0.28128646296389626,95.31232143326012,-0.027425291497345627,camera_coaxial+single_beacon@3.0m/0.50mps/weight/continue,0.07783101240645184,0.19113371666610138,0,E10_current_steady,20801000,False,False,1.0007313101712862,0.24881243314840062,8,8,8
0.14997376705141652,0.056400839454354666,1,True,1.0,,381.2000000000182,0,0.3497422658422611,1.0192517521086801,0,0.4824545962338935,96.17629485563505,-0.018609236166989285,camera_coaxial+terrain_relative@1.0m/0.25mps/gate/continue,0.17477691079333432,0.31368610505331423,0,E10_current_steady,20801000,False,False,0.3397505840362267,0.4390014606528046,8,8,8
0.14997359387377868,0.9862688143649326,1,True,1.0,,378.7000000000176,0,0.22396321024742205,1.0198273918409348,0,0.04223218073375107,95.33282118022446,-0.027216110405872906,camera_coaxial+terrain_relative@1.0m/0.25mps/weight/continue,0.0751931238040235,0.034317366546763144,0,E10_current_steady,20801000,False,False,0.3399424639469783,0.02600177026283163,8,8,8
0.14994802494802492,0.061330561330561334,1,True,1.0,,192.39999999999336,0,0.3512099023733395,1.0379338416264678,0,0.5502887695595416,96.23670551340996,-0.017992800883571802,camera_coaxial+terrain_relative@1.0m/0.50mps/gate/continue,0.19808288139865343,0.3556397876821929,0,E10_current_steady,20801000,False,False,0.34597794720882263,0.47363328229500157,8,8,8
0.1499476713762428,0.9874411302982732,1,True,1.0,,191.09999999999343,0,0.2528844515512696,1.0384192059932416,0,0.23272780566714163,95.43220218099118,-0.026202018561314433,camera_coaxial+terrain_relative@1.0m/0.50mps/weight/continue,0.09633211633785865,0.13381648522864165,0,E10_current_steady,20801000,False,False,0.3461397353310805,0.16762714985204305,8,8,8
0.14997367035281725,0.3062137967351237,1,True,1.0,,379.80000000001786,0,0.5863724287796908,2.0077299518798455,0,0.4515868666856094,95.15818236792587,-0.02899813910279725,camera_coaxial+terrain_relative@2.0m/0.25mps/gate/continue,0.20435400328910672,0.2435880560418407,0,E10_current_steady,20801000,False,False,0.6692433172932818,0.391978789085905,8,8,8
0.14997357992073973,0.9482166446499339,1,True,1.0,,378.50000000001756,0,0.2475211826773034,2.0083069023967375,0,0.07991403721479631,94.71556485156371,-0.03351464437179885,camera_coaxial+terrain_relative@2.0m/0.25mps/weight/continue,0.08441391266564763,0.06440975512970308,0,E10_current_steady,20801000,False,False,0.6694356341322458,0.06157141519794839,8,8,8
0.14994810586403734,0.08822003113648158,1,True,1.0,,192.69999999999334,0,0.3812017038008264,2.015572254155619,0,0.5433127363016749,95.83012686929547,-0.022141562558209538,camera_coaxial+terrain_relative@2.0m/0.50mps/gate/continue,0.18392278899206682,0.3474944239442933,0,E10_current_steady,20801000,False,False,0.6718574180518729,0.4774838970431274,8,8,8
0.14994780793319412,0.9467640918580376,1,True,1.0,,191.5999999999934,0,0.23542814007162072,2.015428269335099,0,0.21729669460040535,95.22272918909876,-0.0283394980704208,camera_coaxial+terrain_relative@2.0m/0.50mps/weight/continue,0.08335515116056028,0.14162358775874953,0,E10_current_steady,20801000,False,False,0.6718094231116997,0.19417489068566623,8,8,8
0.14997371879106436,0.7074901445466492,1,True,1.0,,380.500000000018,0,0.2833326634279545,3.0001998190946995,0,0.21076805107462449,94.7050957499535,-0.033621471939250025,camera_coaxial+terrain_relative@3.0m/0.25mps/gate/continue,0.08785479433518775,0.15286981145279094,0,E10_current_steady,20801000,False,False,1.0000666063648997,0.2021069185666633,8,8,8
0.1499737049697607,0.7759663423612937,1,True,1.0,,380.300000000018,0,0.24463209824661192,3.000210880286391,0,0.19751877197240678,94.65731537059759,-0.03410902683063688,camera_coaxial+terrain_relative@3.0m/0.25mps/weight/continue,0.08763543354527478,0.145977341429463,0,E10_current_steady,20801000,False,False,1.000070293428797,0.19439710678244637,8,8,8
0.14994788952579466,0.6597186034392913,1,True,1.0,,191.89999999999338,0,0.2616290822429823,3.0006398029169388,0,0.3079808341145651,95.3474042735992,-0.027067303330620462,camera_coaxial+terrain_relative@3.0m/0.50mps/gate/continue,0.09213916063530406,0.20514553470236294,0,E10_current_steady,20801000,False,False,1.0002132676389797,0.2639509616530963,8,8,8
