scenario,policy,seed,mode_transitions,channel_switches,detection_latency_s,false_alarms,surfacing_commanded,surfaced,completed,waypoints_captured,waypoints_surveyed,waypoints_total,coverage_fraction,elapsed_s,rms_cross_track_m,max_cross_track_m,safety_violations,path_length_m,path_overhead,mean_altitude_m,swath_coverage,terminal_error_m,aiding_availability,rms_position_error_m,p95_position_error_m
E10_current_steady,camera_coaxial+lbl@1.0m/0.25mps/gate/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,377.3000000000173,0.23821614340617878,0.6811969963095432,0,95.41172681193382,-0.026410950898634544,1.019305203188936,0.3397684010629787,0.5782050027946777,0.029949642194540153,0.4570647250685297,0.7058036320499445
E10_current_steady,camera_coaxial+lbl@1.0m/0.25mps/weight/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,376.100000000017,0.08170272221236084,0.26525368291422247,0,95.13480751350303,-0.029236658025479256,1.0189089670416547,0.33963632234721824,0.03107154867815592,0.9848444562616325,0.044822076336797835,0.07878972706272169
E10_current_steady,camera_coaxial+lbl@1.0m/0.50mps/gate/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,190.79999999999345,0.2347400299187637,0.6145278483908481,0,95.48920232571624,-0.02562038443146697,1.0369489115803818,0.3456496371934606,0.6266346101851527,0.0319706498951782,0.4888240828295708,0.7615261018391406
E10_current_steady,camera_coaxial+lbl@1.0m/0.50mps/weight/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,189.8999999999935,0.11373880303248002,0.38327798304150784,0,95.01276254373943,-0.03048201485980173,1.0365045091182112,0.34550150303940375,0.28925191946778217,0.9820958399157451,0.18877061071968523,0.31155257517703755
E10_current_steady,camera_coaxial+lbl@2.0m/0.25mps/gate/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,378.1000000000175,0.1958979011244481,0.6426119339327325,0,95.01182328479861,-0.030491599134708114,2.0069424077663007,0.6689808025887669,0.6378808836073586,0.05554086220576567,0.44192363240810656,0.6866603707907649
E10_current_steady,camera_coaxial+lbl@2.0m/0.25mps/weight/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,376.8000000000172,0.09153166495229172,0.301149312704009,0,94.63230636633493,-0.03436422075168444,2.0068118223600497,0.6689372741200166,0.10150181738923837,0.935244161358811,0.08698535690158854,0.1239706961264054
E10_current_steady,camera_coaxial+lbl@2.0m/0.50mps/gate/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,191.09999999999343,0.2179532774768966,0.6072813707629763,0,95.25208271461743,-0.028039972299822136,2.0128789783290526,0.6709596594430175,0.6323210059382689,0.05023547880690738,0.4782036315857412,0.749175019992957
E10_current_steady,camera_coaxial+lbl@2.0m/0.50mps/weight/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,190.29999999999347,0.10387924761380232,0.3531564614379503,0,94.78979529495312,-0.03275719086782525,2.012305726479705,0.670768575493235,0.29087711813094524,0.931686810299527,0.19554815448566085,0.3075851271139844
E10_current_steady,camera_coaxial+lbl@3.0m/0.25mps/gate/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,376.4000000000171,0.12773329939159345,0.3785591541061821,0,94.10010886903513,-0.03979480745882524,3.000807315529557,1.0002691051765191,0.2900473721180647,0.6272582359192349,0.20305353393046902,0.2841637039469741
E10_current_steady,camera_coaxial+lbl@3.0m/0.25mps/weight/continue,20401000,0,1,,0,False,False,True,8,8,8,1.0,376.60000000001713,0.12319017619558685,0.3286737768600072,0,94.08193770722312,-0.03998022747731511,3.000896739678523,1.0002989132261744,0.248937760594332,0.7644715878916623,0.1835602019038712,0.2562986153028002
